seqnames	start	end	width	strand	len	wbps_gene_id	gene_name	chip_signal_mean	chip_signal_max	log_chip_signal_mean	log_chip_signal_max	IDR_mean	IDR_max	IDR_value	IDR_nlogq	IDR_logTEN_max	IDR_logTEN_mean	IDR_logTEN_value	baseMean	log2FoldChange	lfcSE	pvalue	padj	class
WBGene00014032	chrIII	8919084	8920283	1200	+	1200	WBGene00014032	ZK637.15	-17.049043	-6.568801	6.39947353236268	6.23435933564514	NA	NA	NA	NA	NA	NA	NA	25.6717935616335	-0.540052165760928	0.761468479058959	0.325365932071948	0.461941903124082	classD
WBGene00007400	chrIII	9696318	9697517	1200	-	1200	WBGene00007400	bud-31	48.766527	94.127838	7.23106048289972	7.4593105337354	NA	NA	NA	NA	NA	NA	NA	2239.06567996834	-0.540134855387013	0.331214868607752	0.083077285017738	0.16656218627598	classD
WBGene00000427	chrX	8299455	8300654	1200	-	1200	WBGene00000427	ced-13	-15.942613	-1.266689	6.41825953369792	6.33254149502673	NA	NA	NA	NA	NA	NA	NA	13.9624068059748	-0.540153830964372	0.917641426536557	0.302521900545495	0.437885336475988	classD
WBGene00019980	chrV	1454062	1455261	1200	+	1200	WBGene00019980	chil-14	-3.121551	0.641037	6.61978254382085	6.36629472408567	NA	NA	NA	NA	NA	NA	NA	3.61023774672415	-0.540313169478812	1.08578390362256	0.19834390586761	0.320190730015417	classD
WBGene00008640	chrII	8149831	8151030	1200	-	1200	WBGene00008640	F10B5.3	-19.806632	-16.509998	6.35155953516136	6.03005777649347	NA	NA	NA	NA	NA	NA	NA	15.9623728659152	-0.540491718819822	0.741386042310333	0.313483522869968	0.449339200069587	classD
WBGene00007664	chrX	15025308	15026507	1200	+	1200	WBGene00007664	seb-3	-0.019456	21.692436	6.66458640235426	6.69418133303425	NA	NA	NA	NA	NA	NA	NA	123.502179273691	-0.540828539520333	0.640940618298371	0.285664688982617	0.418878787842882	classD
WBGene00018196	chrII	3281653	3282852	1200	+	1200	WBGene00018196	nep-13	-14.173211	-2.363022	6.44780277381392	6.31278076530329	NA	NA	NA	NA	NA	NA	NA	2.54601366216512	-0.541171271741169	1.2217454113648	0.0670376070677291	0.141702140804016	classD
WBGene00020286	chrIV	16864840	16866039	1200	+	1200	WBGene00020286	gtsf-1	78.497445	189.437561	7.49156599549637	8.08371839333877	163.284468	189.437561	177.851049438401	3.57760667736254	2.27746609355708	2.21294487559579	2.25005643215302	839.188584688714	-0.541314334939279	0.287318074794172	0.0489414859536394	0.112219103142214	classB
WBGene00009254	chrI	7639586	7640785	1200	-	1200	WBGene00009254	capg-1	31.005538	55.428413	7.04954665162137	7.10103864149678	NA	NA	NA	NA	NA	NA	NA	10222.4700841872	-0.541331905739201	0.251124327358931	0.0258289202867972	0.0686740466999105	classD
WBGene00017628	chrX	4196332	4197531	1200	-	1200	WBGene00017628	F20B6.4	-5.002065	3.777247	6.59192879458525	6.42012255930544	NA	NA	NA	NA	NA	NA	NA	3.15692166313312	-0.541638767335439	1.13950547226819	0.273310394594959	0.405236369179745	classD
WBGene00022810	chrX	8783534	8784733	1200	+	1200	WBGene00022810	ZK721.3	-28.659975	-22.688322	6.18600056307765	5.8867712899643	NA	NA	NA	NA	NA	NA	NA	51.2472317230837	-0.541703695035712	0.630483589239554	0.279438284217342	0.412159911764096	classD
WBGene00011757	chrII	8519925	8521124	1200	+	1200	WBGene00011757	cht-2	-1.457886	5.921224	6.64398389148775	6.45579760194531	NA	NA	NA	NA	NA	NA	NA	248.596499436664	-0.541773289095719	0.393065110109754	0.133365852011671	0.238323416668814	classD
WBGene00022228	chrIV	6667799	6668998	1200	-	1200	WBGene00022228	Y73B6A.1	-5.834794	0.001253	6.57942069795272	6.35506286341917	NA	NA	NA	NA	NA	NA	NA	20.8225174942289	-0.541968745585462	0.833682158683435	0.323669511122023	0.460134612587024	classD
WBGene00003508	chrI	10079159	10080358	1200	+	1200	WBGene00003508	mut-16	3.434377	27.562387	6.71288620226018	6.77372972355043	NA	NA	NA	NA	NA	NA	NA	3822.99004078317	-0.542208500132755	0.296570888198037	0.0548161175894831	0.122052824429574	classD
WBGene00003412	chrX	4186557	4187756	1200	-	1200	WBGene00003412	mrp-6	-21.411787	6.686767	6.32291872389086	6.4683252183246	NA	NA	NA	NA	NA	NA	NA	527.585432448069	-0.542563763557663	0.48763841783096	0.202408388374912	0.324763020734421	classD
WBGene00022149	chrI	1754329	1755528	1200	+	1200	WBGene00022149	lin-65	15.761323	37.249981	6.87317414025051	6.89611889952333	NA	NA	NA	NA	NA	NA	NA	3304.61898585021	-0.542596089548387	0.315184682562894	0.0688941124782124	0.144677636204246	classD
WBGene00015554	chrIV	7032360	7033559	1200	-	1200	WBGene00015554	C06G3.8	12.174666	21.963921	6.8283447505201	6.69795881420961	NA	NA	NA	NA	NA	NA	NA	298.324687077428	-0.542997895744419	0.369679040215262	0.113576369090858	0.211095129664368	classD
WBGene00022048	chrIV	375816	377015	1200	-	1200	WBGene00022048	fln-1	9.559875	17.04907	6.79476172077529	6.62799286206184	NA	NA	NA	NA	NA	NA	NA	7262.73359043352	-0.543114405314211	0.34355897995814	0.0914268146690119	0.179217024077353	classD
WBGene00006585	chrV	16834929	16836128	1200	-	1200	WBGene00006585	tni-3	-16.506941	1.738828	6.40870841390792	6.38536578655588	NA	NA	NA	NA	NA	NA	NA	413.900429485271	-0.54312971803432	0.592110689937089	0.263011698537737	0.393464377630934	classD
WBGene00019361	chrI	3418600	3419799	1200	+	1200	WBGene00019361	clik-3	-14.294768	9.847126	6.44579240829777	6.51892089188114	NA	NA	NA	NA	NA	NA	NA	75.3208704817406	-0.543198041702208	0.563911482054091	0.252065393489406	0.382515329044581	classD
WBGene00016993	chrV	5601164	5602363	1200	-	1200	WBGene00016993	CD4.8	2.731457	9.969501	6.70318647615215	6.520844811419	NA	NA	NA	NA	NA	NA	NA	865.767917557177	-0.544469320362913	0.334084834879568	0.0819256181350088	0.164847307755249	classD
WBGene00019920	chrII	932018	933217	1200	+	1200	WBGene00019920	acs-15	-3.801308	0.925599	6.60977608601342	6.37126245242234	NA	NA	NA	NA	NA	NA	NA	78.6868477916317	-0.54454137806978	0.46503854109438	0.187262974362669	0.306479124193832	classD
WBGene00022476	chrIII	1302714	1303913	1200	+	1200	WBGene00022476	fbxa-75	-3.827068	1.051344	6.60939551403175	6.37345220236603	NA	NA	NA	NA	NA	NA	NA	2.39378087737016	-0.544785985085832	1.16821567107372	0.20330148762458	NA	classD
WBGene00021132	chrII	467166	468365	1200	-	1200	WBGene00021132	nfyb-1	19.386026	31.054153	6.91710665885251	6.81904918359292	NA	NA	NA	NA	NA	NA	NA	2211.80316130556	-0.545075615384259	0.28438354273593	0.0449495972898208	0.105270615073737	classD
WBGene00020767	chrX	2359097	2360296	1200	+	1200	WBGene00020767	lgc-40	-14.412631	-2.709938	6.44384045719526	6.30647101943311	NA	NA	NA	NA	NA	NA	NA	121.03483230843	-0.545129520163887	0.538813627092441	0.234407354496876	0.362533202564311	classD
WBGene00044213	chrV	16927246	16928445	1200	-	1200	WBGene00044213	Y102A5C.36	-13.59313	-2.274161	6.45735802561703	6.3143925489632	NA	NA	NA	NA	NA	NA	NA	16.151023206666	-0.545373343514875	0.992631705438352	0.283709954094355	0.416674432018471	classD
WBGene00235388	chrI	483681	484880	1200	-	1200	WBGene00235388	W04C9.9	-8.027503	12.492791	6.54595655760889	6.55995339565155	NA	NA	NA	NA	NA	NA	NA	2.56247329981888	-0.545410339240554	1.13969893267395	0.177715774000103	0.295725561316537	classD
WBGene00009582	chrV	9723907	9725106	1200	-	1200	WBGene00009582	slcr-46.3	17.50327	35.402767	6.89445410983531	6.87356909555542	NA	NA	NA	NA	NA	NA	NA	956.258154123073	-0.545429984572425	0.22852807389346	0.0137899024496246	0.0417528784573844	classC
WBGene00018783	chrII	2223368	2224567	1200	-	1200	WBGene00018783	cbs-2	4.258266	17.890438	6.72417280472437	6.64021353647279	NA	NA	NA	NA	NA	NA	NA	72.8904856556099	-0.545606830954425	0.710138771016717	0.299076872034936	0.433850585614469	classD
WBGene00014080	chrIV	11667024	11668223	1200	+	1200	WBGene00014080	atg-4.2	-22.855265	-1.983273	6.2966679777567	6.31965619025464	NA	NA	NA	NA	NA	NA	NA	1251.46277258202	-0.545781768861528	0.222816736435785	0.0118430728347177	0.0370207387835515	classC
WBGene00017784	chrV	7450721	7451920	1200	+	1200	WBGene00017784	F25E5.3	-33.351939	-15.902904	6.08989637512741	6.04339890678944	NA	NA	NA	NA	NA	NA	NA	3.68187505491876	-0.545972726123245	1.12482356049344	0.159104773747129	0.272239468924033	classD
WBGene00009990	chrV	13613771	13614970	1200	-	1200	WBGene00009990	F53F4.7	-22.929169	5.66384	6.29531103735407	6.45156112489518	NA	NA	NA	NA	NA	NA	NA	2.94783487798944	-0.546516644774696	1.1818814286192	0.093653921238193	0.182706187702996	classD
WBGene00020720	chrV	8447829	8449028	1200	-	1200	WBGene00020720	T23B12.5	-10.619152	9.741436	6.50537627459608	6.51725721840479	NA	NA	NA	NA	NA	NA	NA	18.8078687558485	-0.547058967925844	0.915129128617961	0.303515797665703	0.438958771229546	classD
WBGene00011891	chrV	10571914	10573113	1200	+	1200	WBGene00011891	del-6	-11.087486	25.942556	6.49791971186136	6.75221265856221	NA	NA	NA	NA	NA	NA	NA	58.8893839666247	-0.547180627256184	0.726034210687075	0.303350691608894	0.438833034181885	classD
WBGene00001026	chrII	6597881	6599080	1200	-	1200	WBGene00001026	dnj-8	15.453424	34.605976	6.86937992297449	6.86373242312244	NA	NA	NA	NA	NA	NA	NA	5222.60897340454	-0.547182560731817	0.287968672109194	0.0466329787783125	0.108205281646495	classD
WBGene00021632	chrI	4279423	4280622	1200	-	1200	WBGene00021632	Y47D9A.5	-7.349184	2.233007	6.55639192205896	6.39386916827322	NA	NA	NA	NA	NA	NA	NA	3.4373225275483	-0.547882896431013	1.23537635277862	0.0456844883330299	0.106622507634942	classD
WBGene00016926	chrV	7510765	7511964	1200	+	1200	WBGene00016926	nhr-171	-11.937409	-1.498064	6.48428846856539	6.3283935766063	NA	NA	NA	NA	NA	NA	NA	62.3723490828727	-0.547939977768424	0.537107403807001	0.230212062508815	0.357491699331874	classD
WBGene00019636	chrIII	381099	382298	1200	-	1200	WBGene00019636	gsto-3	-3.541834	17.120178	6.61360390372801	6.62902970332066	NA	NA	NA	NA	NA	NA	NA	179.017103313362	-0.547946872731	0.504377209117849	0.211794797240462	0.336041348735999	classD
WBGene00017910	chrI	3979339	3980538	1200	-	1200	WBGene00017910	F28H1.5	-8.529308	1.976303	6.53818784542225	6.38945829581469	NA	NA	NA	NA	NA	NA	NA	14.2424582374287	-0.547978059163439	0.766575359209819	0.30856008308064	0.444418965306482	classD
WBGene00018716	chrX	2548785	2549984	1200	-	1200	WBGene00018716	F52H2.4	131.373542	285.496094	7.86319684737428	8.5210251509865	274.204048	285.496094	260.177794515916	3.57760667736254	2.45560017084509	2.43807386187248	2.41527022792608	111.974366007042	-0.549088832214519	0.55010922918507	0.235225710293854	0.363370645168437	classB
WBGene00020117	chrIII	1976543	1977742	1200	-	1200	WBGene00020117	R155.3	-13.950619	11.309987	6.45147685651416	6.54175298714695	NA	NA	NA	NA	NA	NA	NA	28.708773744761	-0.549162847443075	0.71683278124298	0.300139960388137	0.435103117742271	classD
WBGene00022632	chrI	6654608	6655807	1200	+	1200	WBGene00022632	ZC581.2	-16.640717	-5.370239	6.40643498478409	6.2571455250119	NA	NA	NA	NA	NA	NA	NA	3.30248678944575	-0.549202147065594	0.99752673384373	0.281465050501522	0.414370299522394	classD
WBGene00020144	chrX	16783010	16784209	1200	-	1200	WBGene00020144	T01C8.3	-6.549548	6.11034	6.56859748542056	6.45890249518345	NA	NA	NA	NA	NA	NA	NA	3.26712557994241	-0.549241026759279	1.08727390346381	0.196298818564869	0.317691724236484	classD
WBGene00005575	chrII	3286373	3287572	1200	+	1200	WBGene00005575	sri-63	-40.371215	-21.012688	5.93299475999939	5.92705976557875	NA	NA	NA	NA	NA	NA	NA	3.19359654545966	-0.549511405888916	1.23622049631478	0.0459297183920983	0.107042002916185	classD
WBGene00008834	chrV	15022844	15024043	1200	+	1200	WBGene00008834	F14H8.4	-12.511467	1.280201	6.47500818908421	6.37742905718729	NA	NA	NA	NA	NA	NA	NA	8.95526412254386	-0.55156468956368	0.976848770750659	0.278488476706473	0.411068105216794	classD
WBGene00004912	chrX	7326601	7327800	1200	+	1200	WBGene00004912	sng-1	3.350502	22.305061	6.71173221597217	6.70269150505185	NA	NA	NA	NA	NA	NA	NA	182.258659929147	-0.551940598753045	0.594643030935841	0.256552171879238	0.386721049741728	classD
WBGene00003523	chrIII	6415457	6416656	1200	-	1200	WBGene00003523	nas-4	-10.600837	21.610771	6.50566709461389	6.69304309671774	NA	NA	NA	NA	NA	NA	NA	68.2400243122543	-0.552310442471006	0.535745703843529	0.224984661824523	0.351509411902676	classD
WBGene00020380	chrI	6159065	6160264	1200	-	1200	WBGene00020380	T09B4.6	-9.293824	5.262624	6.52627095640001	6.44493229734007	NA	NA	NA	NA	NA	NA	NA	12.1236897644919	-0.552330630244514	0.932227704579489	0.290171682930534	0.423784615711057	classD
WBGene00011257	chrIV	10827950	10829149	1200	-	1200	WBGene00011257	npax-3	-22.985106	-17.01626	6.29428313713037	6.01883735036127	NA	NA	NA	NA	NA	NA	NA	21.2016163092172	-0.552865516274966	0.719519996792164	0.293982831919159	0.428043891712745	classD
WBGene00005507	chrV	17830650	17831849	1200	+	1200	WBGene00005507	srh-303	-12.842842	5.827527	6.46962384550191	6.45425681215516	NA	NA	NA	NA	NA	NA	NA	3.34287858363624	-0.552899778355935	1.23028343902086	0.0656526816904899	0.139438191518925	classD
WBGene00002694	chrI	4744122	4745321	1200	-	1200	WBGene00002694	let-502	45.756341	84.726852	7.20186003881191	7.38010813417058	NA	NA	NA	NA	NA	NA	NA	13026.203302385	-0.553607541599595	0.33397765106145	0.0776573297513383	0.158381837556636	classD
WBGene00003407	chrX	587699	588898	1200	-	1200	WBGene00003407	mrp-1	23.803338	31.141623	6.96889802053767	6.82016637388849	NA	NA	NA	NA	NA	NA	NA	7593.80029268694	-0.553632895348684	0.280382981021347	0.0391399236334043	0.0946830861057712	classD
WBGene00206488	chrIII	9876251	9877450	1200	+	1200	WBGene00206488	ZK757.10	-11.687489	-3.351641	6.4883101231022	6.29472642013601	NA	NA	NA	NA	NA	NA	NA	2.27864839534679	-0.553934363797629	1.17505233655253	0.195001336698325	NA	classD
WBGene00013101	chrIV	16525939	16527138	1200	-	1200	WBGene00013101	Y51H4A.5	0.634247	20.142103	6.67385297418594	6.67241818505482	NA	NA	NA	NA	NA	NA	NA	12.7472356117246	-0.554713205147631	0.907530433993468	0.295369912234322	0.42964887708128	classD
WBGene00017279	chrII	5111382	5112581	1200	+	1200	WBGene00017279	F09C12.8	-34.481258	-21.83276	6.06577650087267	5.90748272443666	NA	NA	NA	NA	NA	NA	NA	1.85329338479721	-0.554877343418845	1.19302467801367	0.154030443061281	NA	classD
WBGene00008238	chrV	9541407	9542606	1200	-	1200	WBGene00008238	C50F4.16	-22.214784	-16.688108	6.30837460100827	6.02612021723104	NA	NA	NA	NA	NA	NA	NA	667.346364183482	-0.55500528580621	0.267562540961959	0.0303455674317945	0.0778320616736706	classD
WBGene00013850	chrIII	9185022	9186221	1200	+	1200	WBGene00013850	ZC84.7	3.648316	17.223236	6.71582548872164	6.63053109313382	NA	NA	NA	NA	NA	NA	NA	26.2882654071517	-0.555136836022357	0.704967654098862	0.28894689370866	0.422656750928605	classD
WBGene00001102	chrII	5080975	5082174	1200	-	1200	WBGene00001102	dsh-2	134.414028	269.173462	7.88191397406757	8.45545402803654	NA	NA	NA	NA	NA	NA	NA	5764.92718561455	-0.555814426603265	0.301688202761377	0.0526448412375251	0.118469012853696	classD
WBGene00010803	chrV	15262237	15263436	1200	-	1200	WBGene00010803	M01B2.10	11.796851	30.901308	6.82354034032707	6.81709492720261	NA	NA	NA	NA	NA	NA	NA	505.510123898223	-0.555864814831215	0.324744251426548	0.0696860227492459	0.14599675819309	classD
WBGene00001639	chrIII	3493039	3494238	1200	-	1200	WBGene00001639	gly-14	-6.354031	6.203875	6.57156619203247	6.46043568000697	NA	NA	NA	NA	NA	NA	NA	50.9101139456022	-0.556024563898081	0.635353592109662	0.270960694148506	0.40244003142729	classD
WBGene00019158	chrIII	2965435	2966634	1200	-	1200	WBGene00019158	H05C05.2	20.043096	85.351166	6.92492926812355	7.38550486988236	NA	NA	NA	NA	NA	NA	NA	3061.39741981391	-0.556027984915941	0.251746621662065	0.0220576623804928	0.0605936960687655	classD
WBGene00004307	chrIV	8918691	8919890	1200	-	1200	WBGene00004307	rap-1	6.138125	13.928637	6.7495994690396	6.58174332490745	NA	NA	NA	NA	NA	NA	NA	5204.3013211183	-0.556267965707872	0.278473496514819	0.0398718614908186	0.0959802026608881	classD
WBGene00018238	chrX	3245734	3246933	1200	-	1200	WBGene00018238	F40F4.7	47.628762	68.595139	7.22009290463514	7.23316455691632	NA	NA	NA	NA	NA	NA	NA	2851.46416780118	-0.556934982453877	0.284716124311839	0.0406416215744076	0.0973233432642651	classD
WBGene00018316	chrIV	5368801	5370000	1200	+	1200	WBGene00018316	F41H10.3	35.160694	55.106613	7.09410336620703	7.09765297292978	NA	NA	NA	NA	NA	NA	NA	4055.92652551615	-0.557080646147074	0.297875295701291	0.0494401935241648	0.112981469857039	classD
WBGene00015252	chrIV	3389900	3391099	1200	-	1200	WBGene00015252	B0546.5	1.713706	4.348382	6.6890257495115	6.42971258136634	NA	NA	NA	NA	NA	NA	NA	9.09697330447731	-0.5570952482432	1.13007703924622	0.170651790624956	0.287148769858294	classD
WBGene00022074	chrIV	2666050	2667249	1200	+	1200	WBGene00022074	Y69A2AR.1	43.238194	49.948559	7.17697028407479	7.04227168790324	NA	NA	NA	NA	NA	NA	NA	4513.21024412399	-0.557235507055217	0.257834123449761	0.0247071353210399	0.0662301151000242	classD
WBGene00013934	chrII	13791229	13792428	1200	+	1200	WBGene00013934	ZK131.11	4.332745	11.911823	6.72518876736694	6.55104243447457	NA	NA	NA	NA	NA	NA	NA	581.644671704282	-0.557365222807725	0.44873664612252	0.164898116489071	0.279663783555265	classD
WBGene00044461	chrI	674214	675413	1200	-	1200	WBGene00044461	Y18H1A.14	13.704826	23.115879	6.84764074735128	6.71387820197255	NA	NA	NA	NA	NA	NA	NA	38.4948611709018	-0.55755474104003	0.57896721241369	0.247254580856518	0.377140629047339	classD
WBGene00000618	chrX	15176282	15177481	1200	-	1200	WBGene00000618	col-41	-25.910181	-1.542579	6.23948505664279	6.32759417513711	NA	NA	NA	NA	NA	NA	NA	34.2390426743816	-0.558208652215213	0.528895613083398	0.215977064027617	0.341104286483426	classD
WBGene00022786	chrIII	7843437	7844636	1200	-	1200	WBGene00022786	ZK652.8	-25.2807	-12.284925	6.25145472575869	6.1204445529062	NA	NA	NA	NA	NA	NA	NA	83.0855001632682	-0.558413205629117	0.568347645660956	0.239305075785628	0.36810679605202	classD
WBGene00006596	chrIII	11959981	11961180	1200	-	1200	WBGene00006596	top-3	3.314608	21.163841	6.71123808958237	6.68679788780881	NA	NA	NA	NA	NA	NA	NA	559.524020943066	-0.55860012917767	0.433943976927621	0.152756073272322	0.263955389055002	classD
WBGene00001842	chrV	9696015	9697214	1200	+	1200	WBGene00001842	her-1	2.366127	10.606757	6.69811934510829	6.53082217912245	NA	NA	NA	NA	NA	NA	NA	120.546621302782	-0.558752170154363	0.589629831461467	0.24885753464738	0.378717296301234	classD
WBGene00018869	chrII	5883552	5884751	1200	+	1200	WBGene00018869	rfip-1	-8.540107	-1.89338	6.53802019963124	6.32127893446211	NA	NA	NA	NA	NA	NA	NA	1395.25082181293	-0.559518313787531	0.318854665837043	0.0659674581884573	0.139929233044689	classD
WBGene00022623	chrV	6726522	6727721	1200	+	1200	WBGene00022623	ZC487.1	-12.459934	-2.815714	6.47584371997606	6.30454165129778	NA	NA	NA	NA	NA	NA	NA	163.144286099081	-0.559554330046302	0.749630652497995	0.298748979054669	0.433471110754422	classD
WBGene00013331	chrIV	14727525	14728724	1200	+	1200	WBGene00013331	Y57G11C.42	9.726181	19.468893	6.79692110689319	6.66286464701189	NA	NA	NA	NA	NA	NA	NA	230.819415426054	-0.559624009419997	0.775852394477173	0.301252525526056	0.436264547819556	classD
WBGene00016182	chrIV	8496164	8497363	1200	-	1200	WBGene00016182	C28C12.12	-18.69491	22.086535	6.37106791429575	6.69966164604022	NA	NA	NA	NA	NA	NA	NA	464.344858963746	-0.559858681199567	0.286458384220073	0.0408502416742281	0.0976403412379126	classD
WBGene00012239	chrI	13843797	13844996	1200	-	1200	WBGene00012239	W04A8.4	-7.861405	-2.603321	6.54851882206224	6.30841311995701	NA	NA	NA	NA	NA	NA	NA	24612.6544301793	-0.560140378028883	0.314637634969782	0.059832514301986	0.130293653327318	classD
WBGene00020084	chrIV	4632693	4633892	1200	+	1200	WBGene00020084	R105.1	-2.839568	14.153383	6.62391323261217	6.58512440409838	NA	NA	NA	NA	NA	NA	NA	2.25594261046742	-0.560164242216933	1.20227520291421	0.138096657059921	NA	classD
WBGene00043952	chrV	6786952	6788151	1200	+	1200	WBGene00043952	ZC404.2	0.498825	36.753258	6.67193818042457	6.89008973228768	NA	NA	NA	NA	NA	NA	NA	8.17975787275384	-0.560266908526769	0.960497292299609	0.284375889016565	0.417349279736217	classD
WBGene00077573	chrV	14022975	14024174	1200	-	1200	WBGene00077573	T08G5.15	-23.810934	-4.106946	6.27902185065377	6.28077902733261	NA	NA	NA	NA	NA	NA	NA	31.4008513978605	-0.56053299718084	0.705319177234665	0.282918092586765	0.415885143370817	classD
WBGene00009125	chrI	9180920	9182119	1200	-	1200	WBGene00009125	F25H5.2	1.433301	11.802096	6.68509971880054	6.5493532308895	NA	NA	NA	NA	NA	NA	NA	25.2587925613386	-0.560978392779413	0.747362847562804	0.292473511417631	0.426374031103859	classD
WBGene00004822	chrIV	7167710	7168909	1200	+	1200	WBGene00004822	skr-16	27.713225	50.401836	7.01323850189394	7.04722456453586	NA	NA	NA	NA	NA	NA	NA	967.574621750991	-0.561534604003613	0.482845257536647	0.184361737259935	0.303069150770365	classD
